78 2
0 0.010101 0.020202
1 0.020202 0.010101
2 0.010101 0.020202
3 0.010101 0.020202
4 0.020202 0.010101
5 0.010101 0.020202
6 0.010101 0.020202
7 0.010101 0.020202
8 0.020202 0.020202
9 0.020202 0.020202
10 0.020202 0.020202
11 0.010101 0.020202
12 0.010101 0.020202
13 0.010101 0.020202
14 0.010101 0.020202
15 0.010101 0.020202
16 0.020202 0.010101
17 0.010101 0.020202
18 0.010101 0.020202
19 0.010101 0.020202
20 0.010101 0.020202
21 0.020202 0.010101
22 0.010101 0.020202
23 0.010101 0.020202
24 0.010101 0.020202
25 0.010101 0.020202
26 0.010101 0.020202
27 0.010101 0.020202
28 0.010101 0.020202
29 0.010101 0.020202
30 0.010101 0.020202
31 0.010101 0.020202
32 0.020202 0.010101
33 0.010101 0.050505
34 0.010101 0.020202
35 0.020202 0.020202
36 0.010101 0.040404
37 0.010101 0.020202
38 0.020202 0.030303
39 0.010101 0.020202
40 0.010101 0.030303
41 0.020202 0.010101
42 0.010101 0.020202
43 0.010101 0.020202
44 0.010101 0.020202
45 0.010101 0.020202
46 0.020202 0.010101
47 0.010101 0.030303
48 0.010101 0.020202
49 0.010101 0.020202
50 0.010101 0.030303
51 0.010101 0.020202
52 0.010101 0.020202
53 0.010101 0.020202
54 0.010101 0.020202
55 0.010101 0.020202
56 0.010101 0.020202
57 0.010101 0.020202
58 0.020202 0.010101
59 0.010101 0.020202
60 0.010101 0.020202
61 0.010101 0.030303
62 0.010101 0.020202
63 0.020202 0.010101
64 0.010101 0.020202
65 0.010101 0.020202
66 0.010101 0.020202
67 0.010101 0.020202
68 0.010101 0.030303
69 0.010101 0.020202
70 0.010101 0.020202
71 0.010101 0.020202
72 0.020202 0.020202
73 0.010101 0.020202
74 0.010101 0.020202
75 0.010101 0.020202
76 0.010101 0.020202
77 0.010101 0.020202
